SN,LIFNR,NAME1,STRAS
2017,1070,Poly AG,DÃ¼sseldorfer Str. 99
2018,1098,Productos Argentinos Imp. S.A,Leandro N. Alem 855 Piso 12
2019,1121,Wagner Spenglerei & Rohrbau,Ãœberdinger Str. 23
2020,1200,Finanzamt Frankfurt,Prinzer Str. 150
2021,1222,ABC Supply Company,100 North Ave
2022,1235,K.F.W. London,Downing Street 11
2023,1333,Sub Contract & Supply,10 N Grand
2024,1444,C & C Supply,1000 Euclid
2025,1560,Metal Container Inc.,Boardwalk St
2026,1700,Real Estate Company USA,Mainstreet
2027,1995,Schneider GmbH,Ludwigsstrasse
2028,3001,Flowrate Corp,4535-64 avenue
2029,3003,World's Best Suppliers,5 Westbrook Road
2030,3018,Fremont Supplies,1310 West Avenue
2031,3212,Cross Worlds Consulting,750 West Big Beaver
2032,3272,ADCOM COMPUTER,1625 Perkins Way
2033,3458,Meyers Real Estate AG,Rankestrasse 56
2034,3550,International Container Companny,100 Main Street
2035,PV3000,Plant 3000 Vendor,
2036,3820,Thomas Bush,2800 South  25th Ave
2037,4251,Anderson Realty Corporation,456 Rodeo Road
2038,4252,Hummer & Smith Properties,34 Long Lane
2039,4254,McDaniels Realty Corporation,45 45 Madison Avenue
2040,4444,London Supplying Plant,Lancaster drive 234
2041,5550,IDES Consumer Products,4514 Peoria Street
2042,7220,Good Vendor,1905 Main
2043,10088,Pneu-Tec France,Place des Carmes-Dechaux
2044,10099,Noe Food Company,100 Stevens Drive
2045,20001,TOP Metallverarbeitung GmbH,Witzigstrasse 101
2046,44444,Hanley Supply House,5 Westbrook Corporate Center
2047,50000,ICYOU Ltd.,Mainstreet 1
2048,51000,SAPSOTA AG,Industriepark
2049,60000,IDES Mexico,Carnaby Street 1
2050,91011,Lampen und Deko GmbH,HeinrichstraÃŸe 12
2051,99900,Schwarz Konstruktionen GmbH,BahnhofsstraÃŸe
2052,99910,Meyer Elektro-Installation,Waldstr. 23
2053,100002,Buffetti S.p.A.,Via D'Azeglio
2054,100003,SAP ITALIA SPA,VIALE COLLEONI 19
2055,100004,IBM of Portugal,Estrada do Casal Garcia
2056,100005,Hewlett Packard,Estrada do Picasso
2057,100006,Lieferanten GmbH,Mandelweg 9
2058,100007,Kenneth K. Krediman,Hinter den Verbindlichkeiten 1
2059,100008,John Smith,5 Westbrook Center
2060,100009,Frank Abbott,123 Main Street
2061,100011,Karen Mitchell,2135 Halsted
2062,100012,Douglas Olson,9999 Hillsdale Ave.
2063,100026,Douglas Olson,9999 Hillsdale Ave.
2064,100027,Frank Abbott,123 Main Street
2065,100268,CED,1100 I Street
2066,100025,Karen Mitchell,Calle Principal
2067,F2224,StÃ© 2224,5th avenue
2068,F2223,StÃ© 2223,68 rue des Magnolias
2069,CJL-6027,Carla's Vendor,1313 Mockingbird Lane
2070,31000,ICST ( InterComp Stock Transfer ),1000 Main Street
2071,9020,Papyrus Corp,20Main
2072,F2222,StÃ© 2222,35 rue des Oeillets
2073,CAR_M1,MINING OCEAN CARRIER 1,443 St Kilda Rd
2074,SHUNFENG,é¡ºä¸°é€Ÿè¿,Nan Shan
2075,PV4514,Plant 4514 Vendor,
2076,100614,piss,
2077,111,KBB Schwarze Pumpe,Fasanenstr. 8
2078,T-K515C18,Spedition Gruber,Industriestr. 34
2079,3021,MOBILE Inc.,804 Peachstreet
2080,ABCE,ABCE company,
2081,ZYK-A10,Delta bikes LTD,
2082,ZYK-A20,Costa Bikes LTD,15 jordi stree
2083,GBGU07100,Remix Repair,Bridge Street
2084,100688,3300,
2085,200295,adidas-041,MusterstraÃŸe 1
2086,200297,Adidas -70,MusterstraÃŸe. 12211
2087,200296,Adidas-073,MusterstraÃŸe 1
2088,200298,Adidas-069,MusterstraÃŸe 25
2089,200299,Adidas,Musterweg 2
2090,200300,DELL,Dell streaÃŸe 1
2091,200302,HP,HP-StraÃŸe 25
2092,200301,HP,FantasiestraÃŸe 5
2093,200303,ASUS,ASUS StraÃŸe 1
2094,200304,Acer,
2095,200305,APPLE,Apple str. 1
2096,200306,Puma-073,
2097,JOLIE-24,JOLIE-24 INCORPORATED,555 MARKET STREET
2098,JOLIE-25,JOLIE-25 INCORPORATED,555 MARKET STREET
2099,JOLIE-26,JOLIE-26 INCORPORATED,555 MARKET STREET
2100,JOLIE-27,JOLIE-27 INCORPORATED,555 MARKET STREET
2101,JOLIE-28,JOLIE-28 INCORPORATED,555 MARKET STREET
2102,JOLIE-29,JOLIE-29 INCORPORATED,555 MARKET STREET
2103,JOLIE-30,JOLIE-30 INCORPORATED,555 MARKET STREET
2104,MCCOY-00,McCoy-00,900 Lancaster Ave
2105,MCCOY-01,McCoy-01,145 Crossroad
2106,MCCOY-02,McCoy-02,145 Crossroad
2107,MCCOY-03,McCoy-03,123 Crossroad
2108,MCCOY-04,McCoy-04,123 Crossroad
2109,MCCOY-05,McCoy-05,123 Crossroad
2110,MCCOY-06,McCoy-06,123 Crossroad
2111,MCCOY-07,McCoy-07,123 Crossroad
2112,MCCOY-08,McCoy-08,123 Crossroad
2113,MCCOY-09,McCoy-09,123 Crossroad
2114,MCCOY-10,McCoy-10,123 Crossroad
2115,MCCOY-11,McCoy-11,123 Crossroad
2116,MCCOY-12,McCoy-12,123 Crossroad
2117,MCCOY-13,McCoy-13,123 Crossroad
2118,MCCOY-14,McCoy-14,123 Crossroad
2119,MCCOY-15,McCoy-15,123 Crossroad
2120,MCCOY-16,McCoy-16,123 Crossroad
2121,MCCOY-17,McCoy-17,123 Crossroad
2122,MCCOY-18,McCoy-18,123 Crossroad
2123,MCCOY-19,McCoy-19,123 Crossroad
2124,MCCOY-20,McCoy-20,123 Crossroad
2125,MCCOY-21,McCoy-21,123 Crossroad
2126,MCCOY-22,McCoy-22,123 Crossroad
2127,MCCOY-23,McCoy-23,123 Crossroad
2128,MCCOY-24,McCoy-24,123 Crossroad
2129,MCCOY-25,McCoy-25,123 Crossroad
2130,MCCOY-26,McCoy-26,123 Crossroad
2131,MCCOY-27,McCoy-27,123 Crossroad
2132,MCCOY-28,McCoy-28,123 Crossroad
2133,MCCOY-29,McCoy-29,123 Crossroad
2134,MCCOY-30,McCoy-30,123 Crossroad
2135,PITT-00,PITT-00 INCORPORATED,1234 BROAD STREET
2136,5570,IDES High Tech Inc.,Crossroad 18-22
2137,5580,IDES Tech Inc,Crossroad 18-22
2138,ARAMI-00,Aramingo-00,3456 West Chester Pike
2139,ARAMI-01,Aramingo-01,1234 West Chester Pike
2140,ARAMI-02,Aramingo-02,1234 West Chester Pike
2141,ARAMI-03,Aramingo-03,1234 West Chester Pike
2142,ARAMI-04,Aramingo-04,1234 West Chester Pike
2143,ARAMI-05,Aramingo-05,1234 West Chester Pike
2144,ARAMI-06,Aramingo-06,1234 West Chester Pike
2145,ARAMI-07,Aramingo-07,1234 West Chester Pike
2146,ARAMI-08,Aramingo-08,1234 West Chester Pike
2147,ARAMI-09,Aramingo-09,1234 West Chester Pike
2148,ARAMI-10,Aramingo-10,1234 West Chester Pike
2149,ARAMI-11,Aramingo-11,1234 West Chester Pike
2150,ARAMI-14,Aramingo-14,1234 West Chester Pike
2151,ARAMI-12,Aramingo-12,1234 West Chester Pike
2152,ARAMI-13,Aramingo-13,1234 West Chester Pike
2153,ARAMI-15,Aramingo-15,1234 West Chester Pike
2154,ARAMI-16,Aramingo-16,1234 West Chester Pike
2155,ARAMI-17,Aramingo-17,1234 West Chester Pike
2156,ARAMI-18,Aramingo-18,1234 West Chester Pike
2157,ARAMI-19,Aramingo-19,1234 West Chester Pike
2158,ARAMI-20,Aramingo-20,1234 West Chester Pike
2159,ARAMI-21,Aramingo-21,1234 West Chester Pike
2160,ARAMI-22,Aramingo-22,1234 West Chester Pike
2161,ARAMI-23,Aramingo-23,1234 West Chester Pike
2162,ARAMI-24,Aramingo-24,1234 West Chester Pike
2163,ARAMI-25,Aramingo-25,1234 West Chester Pike
2164,ARAMI-26,Aramingo-26,1234 West Chester Pike
2165,ARAMI-27,Aramingo-27,1234 West Chester Pike
2166,ARAMI-28,Aramingo-28,1234 West Chester Pike
2167,ARAMI-29,Aramingo-29,1234 West Chester Pike
2168,ARAMI-30,Aramingo-30,1234 West Chester Pike
2169,EBP-00,EBuyers-00,876 Lancaster Ave
2170,EBP-01,EBuyers-01,876 Lancaster Ave
2171,EBP-02,EBuyers-02,876 Lancaster Ave
2172,EBP-08,EBuyers-08,876 Lancaster Ave
2173,EBP-03,EBuyers-03,876 Lancaster Ave
2174,EBP-04,EBuyers-04,876 Lancaster Ave
2175,EBP-05,EBuyers-05,876 Lancaster Ave
2176,EBP-06,EBuyers-06,876 Lancaster Ave
2177,EBP-14,EBuyers-14,876 Lancaster Ave
2178,EBP-15,EBuyers-15,876 Lancaster Ave
2179,EBP-16,EBuyers-16,876 Lancaster Ave
2180,EBP-17,EBuyers-17,876 Lancaster Ave
2181,EBP-18,EBuyers-18,876 Lancaster Ave
2182,EBP-19,EBuyers-19,876 Lancaster Ave
2183,EBP-20,EBuyers-20,876 Lancaster Ave
2184,EBP-21,EBuyers-21,876 Lancaster Ave
2185,EBP-22,EBuyers-22,876 Lancaster Ave
2186,EBP-23,EBuyers-23,876 Lancaster Ave
2187,EBP-24,EBuyers-24,876 Lancaster Ave
2188,EBP-25,EBuyers-25,876 Lancaster Ave
2189,EBP-26,EBuyers-26,876 Lancaster Ave
2190,EBP-27,EBuyers-27,876 Lancaster Ave
2191,EBP-28,EBuyers-28,876 Lancaster Ave
2192,EBP-29,EBuyers-29,876 Lancaster Ave
2193,EBP-30,EBuyers-30,111 Lancaster Ave
2194,EBP-11,EBuyers-11,876 Lancaster Ave
2195,EBP-10,EBuyers-10,876 Lancaster Ave
2196,EBP-07,EBuyers-07,876 Lancaster Ave
2197,EBP-09,EBuyers-09,876 Lancaster Ave
2198,EBP-12,EBuyers-12,876 Lancaster Ave
2199,EBP-13,EBuyers-13,876 Lancaster Ave
2200,200245,a,tokyo
2201,200247,a,
2202,300005,å±±ç”°å»ºè¨­,ç¾¤é¦¬çœŒ
2203,5074,éˆ´æœ¨å»ºè¨­,åŸ¼çŽ‰çœŒ
2204,200259,pinnacle 1,AUSTRALIA
2205,200260,pga TESTING,
2206,200261,Testing PGA,
2207,200262,pg1,
2208,200263,Pinnacle 2,20 Australia
2209,200264,Pinnacle SAP,123 Australia
2210,200266,testing 1,123 Street
2211,200267,Test XK02,Australia
2212,200270,Test PGA 0705,Australia
2213,200271,Test PGA 2,19278
2214,200272,Test 0806,12
2215,200275,MG-Lieferant,
2216,200280,pin,2 street australia
2217,200281,Pina,
2218,200283,TestCompany,australia
2219,200255,pinnacle,22 Street Address
2220,JOLIE-00,JOLIE-00 INCORPORATED,555 MARKET STREET
2221,JOLIE-01,JOLIE-01 INCORPORATED,555 MARKET
2222,JOLIE-02,JOLIE-02 INCORPORATED,555 MARKET STREET
2223,JOLIE-03,JOLIE-03 INCORPORATED,555 MARKET STREET
2224,JOLIE-04,JOLIE-04 INCORPORATED,555 MARKET STREET
2225,JOLIE-05,JOLIE-05 INCORPORATED,555 MARKET STREET
2226,JOLIE-06,JOLIE-06 INCORPORATED,555 MARKET STREET
2227,JOLIE-07,JOLIE-07 INCORPORATED,555 MARKET STREET
2228,JOLIE-08,JOLIE-08 INCORPORATED,555 MARKET STREET
2229,JOLIE-09,JOLIE-09 INCORPORATED,555 MARKET STREET
2230,JOLIE-10,JOLIE-10 INCORPORATED,555 MARKET STREET
2231,JOLIE-11,JOLIE-11 INCORPORATED,555 MARKET STREET
2232,JOLIE-12,JOLIE-12 INCORPORATED,555 MARKET STREET
2233,JOLIE-13,JOLIE-13 INCORPORATED,555 MARKET STREET
2234,JOLIE-14,JOLIE-14 INCORPORATED,555 MARKET STREET
2235,JOLIE-15,JOLIE-15 INCORPORATED,555 MARKET STREET
2236,JOLIE-16,JOLIE-16 INCORPORATED,555 MARKET STREET
2237,JOLIE-17,JOLIE-17 INCORPORATED,555 MARKET STREET
2238,JOLIE-18,JOLIE-18 INCORPORATED,555 MARKET STREET
2239,JOLIE-19,JOLIE-19 INCORPORATED,555 MARKET STREET
2240,JOLIE-20,JOLIE-20 INCORPORATED,555 MARKET STREET
2241,JOLIE-21,JOLIE-21 INCORPORATED,555 MARKET STREET
2242,JOLIE-22,JOLIE-22 INCORPORATED,555 MARKET STREET
2243,JOLIE-23,JOLIE-23 INCORPORATED,555 MARKET STREET
2244,PITT-01,PITT-01 INCORPORATED,1234 BROAD STREET
2245,PITT-02,PITT-02 INCORPORATED,1234 BROAD STREET
2246,PITT-03,PITT-03 INCORPORATED,1234 BROAD STREET
2247,PITT-04,PITT-04 INCORPORATED,1234 BROAD STREET
2248,PITT-05,PITT-05 INCORPORATED,1234 BROAD STREET
2249,PITT-06,PITT-06 INCORPORATED,1234 BROAD STREET
2250,PITT-07,PITT-07 INCORPORATED,1234 BROAD STREET
2251,PITT-08,PITT-08 INCORPORATED,1234 BROAD STREET
2252,PITT-09,PITT-09 INCORPORATED,1234 BROAD STREET
2253,PITT-10,PITT-10 INCORPORATED,1234 BROAD STREET
2254,PITT-11,PITT-11 INCORPORATED,1234 BROAD STREET
2255,PITT-12,PITT-12 INCORPORATED,1234 BROAD STREET
2256,PITT-13,PITT-13 INCORPORATED,1234 BROAD STREET
2257,PITT-14,PITT-14 INCORPORATED,1234 BROAD STREET
2258,PITT-15,PITT-15 INCORPORATED,1234 BROAD STREET
2259,PITT-16,PITT-16 INCORPORATED,1234 BROAD STREET
2260,PITT-17,PITT-17 INCORPORATED,1234 BROAD STREET
2261,PITT-18,PITT-18 INCORPORATED,1234 BROAD STREET
2262,PITT-19,PITT-19 INCORPORATED,1234 BROAD STREET
2263,PITT-20,PITT-20 INCORPORATED,1234 BROAD STREET
2264,PITT-21,PITT-21 INCORPORATED,1234 BROAD STREET
2265,PITT-22,PITT-22 INCORPORATED,1234 BROAD STREET
2266,PITT-23,PITT-23 INCORPORATED,1234 BROAD STREET
2267,PITT-24,PITT-24 INCORPORATED,1234 BROAD STREET
2268,PITT-25,PITT-25 INCORPORATED,1234 BROAD STREET
2269,PITT-26,PITT-26 INCORPORATED,1234 BROAD STREET
2270,PITT-27,PITT-27 INCORPORATED,1234 BROAD STREET
2271,PITT-28,PITT-28 INCORPORATED,1234 BROAD STREET
2272,PITT-29,PITT-29 INCORPORATED,1234 BROAD STREET
2273,PITT-30,PITT-30 INCORPORATED,1234 BROAD STREET
2274,S101,Software Development  and Consultin,345 Lovett Blvd
2275,S102,International Software Consulting,300/200 300/200 NW Sammamish Road
2276,9511,PA Drives,Winston Pike 400
2277,9411,SKF Amerikas,25 Baker Street
2278,9611,AES Atlanta Electronic Supply,130 Wellington St SW
2279,1018,Bechtle direct AG,Route des Avouillons 12
2280,1081,Harley-Davidson Motorcycles Inc.,Two-Wheel-Drive 10-25
2281,1082,Louis Bike Parts,Uferstr. 18-20
2282,1104,Hoch und Tiefbau GmbH Kaiserslauter,Industriestrasse 10-16
2283,1151,Media AG Trier,Siemensstrasse 17-20
2284,1930,Schmalenbach,Randstrasse 24
2285,3022,CAFS Chemicals & Pharmaceuticals,Winston Pike 3800-3900
2286,3035,CAFS Chemicals & Pharmaceuticals,Winston Pike 3800-3900
2287,3120,Morris C.A. Pipe-Services,200 Central Boulevard
2288,3140,Morris C.A. Pipe-Services,200 Central Boulevard
2289,5205,RS Components,Hessenring 13b
2290,5581,IDES Office Products,Crossroad 18-22
2291,5583,Total E&P Services Corp.,20 Main Str.
2292,5584,IDES Pump Technologies Inc.,10-12 Rockefeller Circle
2293,5585,IDES Software Application Consultin,Mainroad 40-45
2294,5586,IDES IT Consulting,Mainroad 45-50
2295,5587,IDES PCK Inc.,Somerset Street
2296,5590,IDES Photo Labs Inc,Crossroad 13-25
2297,6595,ERP Vendor (IDES),30 Spitfire St.
2298,R1000,Unisono AG,Walter-von-der-Vogelweide-Str 12-15
2299,R1001,Walter & Schulz GmbH & Co KG,HÃ¶lderlin-Weg 34
2300,R101,DC R101,MozartstraÃŸe 22
2301,R1040,Forkmann Werbemittel GmbH,Am Rathaus 5
2302,RU-01,"OAO ""Sputnik""",Leninskiy prospect 54
2303,RU-02,"OAO ""Mir""",nab.Obvodnogo kanala 137
2304,SCM550,Schmidt-MÃ¼ller AG,Johann-Wolfgang-von-Goethe-Stras 44
2305,SCM550-10,Schmidt-MÃ¼ller Nord GmbH,Halstenbeker Weg 44
2306,SCM550-11,Schmidt-MÃ¼ller Berlin GmbH,Hamburger Allee 44
2307,SCM550-12,Schmidt-MÃ¼ller Sachsen GmbH,Pirnaer Landstrasse 44
2308,SCM550-RS,Schmidt-MÃ¼ller AG,Johann-Wolfgang-von-Goethe-Stras 45
2309,SCM550-SP,Schmidt-MÃ¼ller Transport GmbH,Johann-Sebastian-Bach-Strasse 55
2310,SMI-SUP-A,SMI Supplier A,100 Ohio Street
2311,SMIVENDOR,SMIVENDOR,100 Ohio Street
2312,SRV-1,ABC Dienstleistungs GmbH,Robert-Bosch-StraÃŸe 114
2313,VE4510,SAP Plant - Eastern Canada,3900 Rue Ste. Laurent
2314,R100,DC R100,Meisenweg 15
2315,1001,SKF Kugelmeier KGaA,Georg. Schiffer-str. 21
2316,1023,Molkereigenossenschaft Brandenburg,SteinstraÃŸe 102
2317,1099,Studio Chapultepec,
2318,1100,Phunix GmbH,Landstrasse 15
2319,1102,Top Services GmbH,Am Rotenberg 9
2320,1111,Suppliers Inc.,12 Western Avenue
2321,1703,Dell Computers,1 Dell Way
2322,1910,Schumacher AG,MÃ¼nchener Str. 1055
2323,1920,Versicherungen ABC,Untere Waldstrasse 134
2324,1925,TransLog GmbH,MarienstraÃŸe 145
2325,1987,Schmidt-MÃ¼ller AG,Johann-Wolfgang-von-Goethe-Stras 44
2326,2200,HTG Komponente GmbH,Werner StraÃŸe 12
2327,2210,HTG Components,4938 Locust Street
2328,2910,Insurance Perfect Ltd.,Easter Inch
2329,2920,Tax Office,Status Park 4
2330,2009,Elco Automotive Ltd.,14
2331,3005,Abbott Building Supplies,
2332,3006,Henderson Inc.,1200 Industrial Drive
2333,3020,World Wide Computer Warehouse,101 North Industrial Drive
2334,3410,Feralloy,State Rd.
2335,3411,Delta Steel Inc.,Baker Str.
2336,3412,AP Steel,London Rd.
2337,3413,Schmidt & SÃ¶hne,Dortmunder Ring 122
2338,3414,Ancofer,MÃ¼lheimer Str.12
2339,3415,Metallexpo,Puskin Ul.
2340,3701,eSupplier,
2341,3705,Zebra Supplies,701 Lee Road
2342,3710,Zebra Supplies,100 Stevens Drive
2343,3715,Zebra Supplies,Five Westbrook Corporate Center
2344,3720,Zebra Supplies,6 Concourse Parkway
2345,3725,Zebra Supplies,950 Tower Lane
2346,3730,Aztec Supplies,950 Winter Street
2347,3735,Farm Products Inc.,312 Walnut Street
2348,3740,Colinas Maintenance Corp.,600 Las Colinas Blvd.
2349,3745,Destec Office Supplies,2500 City West Blvd.
2350,3755,Bellevue Plant 4000,800 Bellevue Way
2351,3760,Flavia,Mozartstrasse 123
2352,3761,Hi-Way Hi-Fi,Beethovenstrasse 456
2353,3762,Lyreco,Haydnstrasse 789
2354,3910,Infix Corporation,365 E. Evelyn Av.
2355,3920,Pyramid Systems,3912 N. First Av.
2356,3930,TetPak Inc.,333 West Wacker Drive
2357,CBMPUMPSER,CBM Pump Services LTd,muchen street 21
2358,4940,R & P Bros,1652 Maple Street
2359,5301,Acufit Manufacturing,6530 Kennedy Ave
2360,5650,eVendor,
2361,7600,Welltech Processing,2656 N Teutonia Ave
2362,11100,Udo BÃ¤r,KÃ¶nigsstrasse 23
2363,14500,Central Bureau of Narcotics,19 The Mall Morar
2364,22211,PULSA,Sibeliusstrasse 132
2365,30000,IDES US Inc.,1230 Lincoln Avenue
2366,33183,Ahrend,Im Westerwald 765
2367,33300,Kroschke International GmbH,Mozartallee 17
2368,44400,Farnell,Am grÃ¼nen Hang 46
2369,50999,Spedition Arnolds,Pirnaische LandstraÐ¿e 135
2370,55500,Conrad Elektronik,Bergstrasse 16
2371,100010,Linda Smythe,1905 Midwest Club
2372,100033,Miller Chris,SteinbeisstraÃŸe 10
2373,100313,Brose International,Ulmenweg 122
2374,AVPL,American Vice President Line,1234 Water Street
2375,CH-1000,Fankhauser AG,Industriestrasse 12b
2376,CH-2000,BÃ¼rgi AG,Hauptstrasse 45
2377,CH-3000,Spichiger GmbH,Altwegacker 233a
2378,CH-4000,Inovation SA,Av. De  Gratta -Paille 2
2379,CH-5000,Imobio AG,via Lido 1
2380,3750,New York Plant 3000,1801 Von Karman Ave
2381,VICVEN,VICVEN,123 Maple St
2382,1002,MÃ¼ller KG,RosenstraÃŸe 11
2383,VICVEN22,VIC Ven #22,1st Street
2384,1234,Bharat Kirana Shop,Karl-Friedrich-Str. 7
2385,1000,C.E.B. BERLIN,Kolping Str. 15
2386,100657,Plus Chemcials BaborÃ³w,Chemiczna 1
2387,100665,TEST TT  0905 02,stara 3
2388,200160,TEST TT  0605 01,Cynkowa 5
2389,100666,DSC Japan exp tt,Sanny 3
2390,100,C.E.B. BERLIN,Kolping Str. 15
2391,200199,test consigment2 TT 2405,
2392,T-K55004,TEST TT  300522 4d,
2393,800001,TEST TT 1506 TT MAIN VEND,MAIN VENDOR ADRES
2394,T-K55002,TEST TT  300522 IP Z7,TEST TT  300522 IP Z7
2395,T-K55001,TEST TT  300522 1 OA 80001 Z8,OA 80001 Z8
2396,T-K55003,TEST TT  300522 Z5 RESP. per.,TEST TT  300522 Z5 RESP. per.
2397,TK-K55001,Dostawca 04-08-2023,
2398,200196,test consigment TT 2405a,
2399,800005,Vendor  TT 01 06092023,Hanover stret 3
2400,800006,Vendor  TT 01 06092023 Z5,uboit 5
2401,800007,Vendor  TT 01 06092023 Z7,Vendor  TT 01 06092023 Z7 44
2402,800008,Vendor  TT 01 06092023 Z8,Vendor  TT 01 06092023 Z8 44
2403,GTSKR-V01,DaHan Corp.,SeoHyeon Dong987-1
2404,IS_VEND3,Shanghai International Port Group,1 Tonghui Road
2405,SA310,é™•è¥¿å…¬å¸,300 ä¸°æƒ å—è·¯
2406,1055,Inter-Speed BV,Noordsee-Gracht 102
2407,1080,GÃ©nÃ©rale Electronique SA,Z.I. Les Tuileries
2408,3940,Mitch & Collins,Divisadero Str. 143
2409,21900,Lisbon Parts Supply,Rua da Fernandez 1Â°2
2410,100024,Linda Smythe,Calle Parita
2411,200290,TEST_20240815,NAA Building 173
2412,200358,Renzo Tramaglino,11 Comosee Str.
2413,200364,abc foods uc,2000 michigan ave
2414,200360,SUNBELT SUPPLY,
2415,200361,NORTHERN SAFETY,
2416,200362,VALLEN,
2417,200363,EASTMAN INTERNAL STORE,
2418,200365,test uc1,
2419,100693,one time vendor uc,
2420,200366,Charles Gill,
2421,200367,Harry Henderson,
2422,200368,Chris Collins,
2423,200369,Mark Shea,
2424,200370,Greg Grainger,
2425,200371,Ann Amazon,
2426,200372,Erin Johnson,
